# =========================================================
# =================      SECTION 1: NODES      =================
# FORMAT: NodeID, X, Y
# =========================================================

# --- Outdoor Campus ---
EE-Stairs-C-Mid,EE-Hall-C,10
EE-C-16,EE-Hall-C,10
EE-C-15,EE-Hall-C,10
EE-Stairs-C-Right,EE-Hall-C,10
EE-Lab-7,EE-Hall-C,10
EE-C-19,EE-Hall-C,10
EE-C-18,EE-Hall-C,10
EE-C-17,EE-Hall-C,10
EE-C-12,EE-Hall-C,10
EE-C-13,EE-Hall-C,10
EE-C-14,EE-Hall-C,10

# --- EE Floor D ---
EE-Stairs-D-Left,EE-Hall-D,10
EE-Library-Hall,EE-Hall-D,10
EE-Lab-11,EE-Hall-D,10
EE-Stairs-D-Mid,EE-Hall-D,10
EE-Lab-10,EE-Hall-D,10
EE-Lab-9,EE-Hall-D,10
EE-Stairs-D-Right,EE-Hall-D,10
EE-D-28,EE-Hall-D,10
EE-D-27,EE-Hall-D,10
EE-D-26,EE-Hall-D,10
EE-D-25,EE-Hall-D,10
EE-D-24,EE-Hall-D,10
EE-Sitting-Area-D,EE-Hall-D,10
EE-D-23,EE-Hall-D,10
EE-D-22,EE-Hall-D,10

# --- EE Floor E ---
EE-Stairs-E-Left,EE-Hall-E,10
EE-Library-Hall,EE-Hall-E,10
EE-Lab-14,EE-Hall-E,10
EE-Lab-12,EE-Hall-E,10
EE-Lab-13,EE-Hall-E,10
EE-Stairs-E-Mid-Down,EE-Hall-E,10
EE-Lab-Electromechanical,EE-Hall-E,10
EE-Lab-Physics,EE-Hall-E,10
EE-Stairs-E-Right,EE-Hall-E,10
EE-E-35,EE-Hall-E,10
EE-E-34,EE-Hall-E,10
EE-E-33,EE-Hall-E,10
EE-E-32,EE-Hall-E,10
EE-E-31,EE-Hall-E,10
EE-Sitting-Area-E,EE-Hall-E,10
EE-E-30,EE-Hall-E,10
EE-E-29,EE-Hall-E,10
EE-BCR,EE-Hall-E,10

# --- EE Vertical ---
EE-Stairs-A-Left,EE-Stairs-B-Left-Down,15
EE-Stairs-A-Right,EE-Stairs-B-Right-Down,15
EE-Stairs-B-Left,EE-Stairs-C-Left,15
EE-Stairs-B-Mid-Up,EE-Stairs-C-Mid,15
EE-Stairs-B-Right,EE-Stairs-C-Right,15
EE-Stairs-C-Left,EE-Stairs-D-Left,15
EE-Stairs-C-Mid,EE-Stairs-D-Mid,15
EE-Stairs-C-Right,EE-Stairs-D-Right,15
EE-Stairs-D-Left,EE-Stairs-E-Left,15
EE-Stairs-D-Mid,EE-Stairs-E-Mid-Down,15
EE-Stairs-D-Right,EE-Stairs-E-Right,15

# --- CS Ground ---
CS-Stairs-Up-Left,CS-Hall,20
CS-LLC,CS-Hall,20
CS-Up-Middle-Entrance,CS-Hall,20
CS-Stairs-Middle-Up,CS-Hall,20
CS-Left-Entrance,CS-Hall,40
CS-Hall,CS-Right-Entrance,40
CS-Up-Middle-Entrance,CS-Hall,15
CS-Left-Entrance,CS-OneStop,30
CS-OneStop,CS-Hall,25
CS-Hall,CS-Down-Left-Girls,25
CS-OneStop,CS-Down-Left-Girls,5
CS-Hall,CS-Down-Middle-Entrance,20
CS-Right-Entrance,CS-S2,25
CS-S2,CS-Hall,20
CS-Hall,CS-Down-Right-Entrance,25
CS-S2,CS-Down-Right-Entrance,25
CS-Stairs-Up-Right,CS-Hall,15

# --- CS 1st Floor ---
CS-Stairs-1-Left,CS-Hall-1,20
CS-E-3,CS-Hall-1,30
CS-Hall-1,CS-E-4,30
CS-Lab-1,CS-Hall-1,25
CS-Lab-2,CS-Hall-1,15
CS-Lab-3,CS-Hall-1,25
CS-Hall-1,CS-Stairs-1-Middle,10
CS-Hall-1,CS-E-2,35
CS-Hall-1,CS-E-5,35
CS-E-1,CS-Hall-1,40
CS-E-6,CS-Hall-1,40

# --- CS Vertical ---
CS-Stairs-Up-Left,CS-Stairs-1-Left,15
CS-Stairs-Middle-Up,CS-Stairs-1-Middle,15
CS-Stairs-Up-Right,CS-Stairs-1-Right,15
CS-Stairs-F-Left,CS-Stairs-Up-Left,15
CS-Stairs-F-Middle,CS-Stairs-Middle-Up,15
CS-Stairs-F-Right,CS-Stairs-Up-Right,15

# --- Multi Building ---
Multi-Main-Entrance,Multi-Left-Entrance,5
Multi-Side-Entrance,Multi-Right-Entrance,5
Multi-Left-Entrance,Multi-Hall-G-Left-Up,10
Multi-Hall-G,Multi-Left-Entrance,30
Multi-Hall-G,Multi-Right-Entrance,30
Multi-Hall-G,Multi-Auditorium-Entrance,30
Multi-Hall-G,Multi-Stairs-G-Right-Down,30
Multi-Hall-G,Multi-Stairs-G-Left-Up,30
Multi-Hall-G,Multi-Sitting/Playing-Area,30
Multi-Hall-G,Multi-Stairs-G-Right-Up,30
Multi-Stairs-1-Left,Multi-Cafeteria-Entrance,30
Multi-Stairs-1-Left,Multi-Stairs-1-Right,30
Multi-Stairs-G-Left-Up,Multi-Stairs-1-Left,30
Multi-Stairs-G-Right-Up,Multi-Stairs-1-Right,30
Multi-Cafeteria-Entrance,Multi-Stairs-1-Right,10
Multi-Cafeteria-Entrance,Multi-Cafeteria-Entrance-Back,10
Multi-Stairs-G,Multi-Cafeteria-Entrance-Back,40
Multi-Main-Entrance,East,40
Multi-Left-Entrance,Multi-Main-Entrance,2
Multi-Right-Entrance,Multi-Side-Entrance,2
Multi-Side-Entrance,Futsal-Court,30
Multi-Main-Entrance,Basketball-Court,50
Multi-Library,Multi-Stairs-B,30
Multi-Stairs-G-Right-Down,Multi-Stairs-B,30
