# =========================================================
# =================      SECTION 1: NODES      =================
# FORMAT: NodeID, X, Y
# =========================================================

# --- Outdoor Campus ---
Multi-Stairs-G-Right-Down,Multi-Stairs-1,20
Multi-Left-Entrance,Multi-Stairs-G-Right-Down,15
Multi-Right-Entrance,Multi-Stairs-G-Right-Down,10

# --- EE Floor A ---
EE-Stairs-A-Left,EE-Hall-A,35
EE-Lab-DLD,EE-Hall-A,25
EE-Lab-Eng,EE-Hall-A,15
EE-A-3,EE-Hall-A,10
EE-A-2,EE-Hall-A,15
EE-A-1,EE-Hall-A,25
EE-Stairs-A-Right,EE-Hall-A,35
EE-A-8,EE-Hall-A,35
EE-A-7,EE-Hall-A,25
EE-A-6,EE-Hall-A,15
EE-A-5,EE-Hall-A,10
EE-Entrance-Mid-Internal,EE-Hall-A,15
EE-A-4,EE-Hall-A,25
EE-Lab-6,EE-Hall-A,35

# --- EE Floor B ---
EE-Stairs-B-Left,EE-Hall-B,35
EE-Stairs-B-Mid-Up,EE-Hall-B,10
EE-Stairs-B-Right,EE-Hall-B,25
EE-Stairs-B-Left-Down,EE-Hall-B,35
EE-Stairs-B-Right-Down,EE-Hall-B,15
EE-B-9,EE-Hall-B,10
EE-B-10,EE-Hall-B,15
EE-B-11,EE-Hall-B,25

# --- EE Floor C ---
EE-Stairs-C-Left,EE-Hall-C,45
EE-Lab-8,EE-Hall-C,35
EE-C-20,EE-Hall-C,25
EE-C-21,EE-Hall-C,15
EE-Stairs-C-Mid,EE-Hall-C,10
EE-C-16,EE-Hall-C,15
EE-C-15,EE-Hall-C,25
EE-Stairs-C-Right,EE-Hall-C,35
EE-Lab-7,EE-Hall-C,45
EE-C-19,EE-Hall-C,35
EE-C-18,EE-Hall-C,25
EE-C-17,EE-Hall-C,15
EE-C-12,EE-Hall-C,15
EE-C-13,EE-Hall-C,25
EE-C-14,EE-Hall-C,35

# --- EE Floor D ---
EE-Stairs-D-Left,EE-Hall-D,35
EE-Library-Hall,EE-Hall-D,25
EE-Lab-11,EE-Hall-D,15
EE-Stairs-D-Mid,EE-Hall-D,10
EE-Lab-10,EE-Hall-D,15
EE-Lab-9,EE-Hall-D,25
EE-Stairs-D-Right,EE-Hall-D,40
EE-D-28,EE-Hall-D,35
EE-D-27,EE-Hall-D,25
EE-D-26,EE-Hall-D,15
EE-D-25,EE-Hall-D,10
EE-D-24,EE-Hall-D,15
EE-Sitting-Area-D,EE-Hall-D,25
EE-D-23,EE-Hall-D,35
EE-D-22,EE-Hall-D,45

# --- EE Floor E ---
EE-Stairs-E-Left,EE-Hall-E,45
EE-Library-Hall,EE-Hall-E,35
EE-Lab-14,EE-Hall-E,25
EE-Lab-12,EE-Hall-E,15
EE-Lab-13,EE-Hall-E,10
EE-Stairs-E-Mid-Down,EE-Hall-E,10
EE-Lab-Electromechanical,EE-Hall-E,20
EE-Lab-Physics,EE-Hall-E,30
EE-Stairs-E-Right,EE-Hall-E,45
EE-E-35,EE-Hall-E,45
EE-E-34,EE-Hall-E,35
EE-E-33,EE-Hall-E,25
EE-E-32,EE-Hall-E,15
EE-E-31,EE-Hall-E,10
EE-Sitting-Area-E,EE-Hall-E,15
EE-E-30,EE-Hall-E,25
EE-E-29,EE-Hall-E,35
EE-BCR,EE-Hall-E,45

# --- EE Vertical ---
EE-Stairs-A-Left,EE-Stairs-B-Left-Down,20
EE-Stairs-A-Right,EE-Stairs-B-Right-Down,20
EE-Stairs-B-Left,EE-Stairs-C-Left,20
EE-Stairs-B-Mid-Up,EE-Stairs-C-Mid,20
EE-Stairs-B-Right,EE-Stairs-C-Right,20
EE-Stairs-C-Left,EE-Stairs-D-Left,20
EE-Stairs-C-Mid,EE-Stairs-D-Mid,20
EE-Stairs-C-Right,EE-Stairs-D-Right,20
EE-Stairs-D-Left,EE-Stairs-E-Left,20
EE-Stairs-D-Mid,EE-Stairs-E-Mid-Down,20
EE-Stairs-D-Right,EE-Stairs-E-Right,20

# --- CS Ground ---
CS-Stairs-Up-Left,CS-Hall,40
CS-LLC,CS-Hall,25
CS-Up-Middle-Entrance,CS-Hall,10
CS-Stairs-Middle-Up,CS-Hall,15
CS-Left-Entrance,CS-Hall,45
CS-Hall,CS-Right-Entrance,45
CS-Up-Middle-Entrance,CS-Hall,10
CS-Left-Entrance,CS-OneStop,15
CS-OneStop,CS-Hall,30
CS-Hall,CS-Down-Left-Girls,30
CS-OneStop,CS-Down-Left-Girls,5
CS-Hall,CS-Down-Middle-Entrance,15
CS-Right-Entrance,CS-S2,15
CS-S2,CS-Hall,30
CS-Hall,CS-Down-Right-Entrance,30
CS-S2,CS-Down-Right-Entrance,5
CS-Stairs-Up-Right,CS-Hall,45

# --- CS 1st Floor ---
CS-Stairs-1-Left,CS-Hall-1,45
CS-E-3,CS-Hall-1,50
CS-Hall-1,CS-E-4,50
CS-Lab-1,CS-Hall-1,30
CS-Lab-2,CS-Hall-1,10
CS-Lab-3,CS-Hall-1,20
CS-Hall-1,CS-Stairs-1-Middle,20
CS-Hall-1,CS-E-2,30
CS-Hall-1,CS-E-5,50
CS-E-1,CS-Hall-1,40
CS-E-6,CS-Hall-1,60

# --- CS Vertical ---
CS-Stairs-Up-Left,CS-Stairs-1-Left,20
CS-Stairs-Middle-Up,CS-Stairs-1-Middle,20
CS-Stairs-Up-Right,CS-Stairs-1-Right,20
CS-Stairs-F-Left,CS-Stairs-Up-Left,20

# --- Multi Building ---
Multi-Main-Entrance,Multi-Left-Entrance,5
Multi-Side-Entrance,Multi-Right-Entrance,5
Multi-Left-Entrance,Multi-Hall-G,40
Multi-Hall-G,Multi-Left-Entrance,40
Multi-Hall-G,Multi-Right-Entrance,40
Multi-Hall-G,Multi-Auditorium-Entrance,15
Multi-Hall-G,Multi-Stairs-G-Right-Down,45
Multi-Hall-G,Multi-Stairs-G-Right-Down-Left-Up,30
Multi-Hall-G,Multi-Sitting/Playing-Area,25
Multi-Hall-G,Multi-Stairs-G-Right-Down-Right-Up,40
Multi-Stairs-1-Left,Multi-Cafeteria-Entrance,30
Multi-Stairs-1-Left,Multi-Stairs-1-Right,60
Multi-Stairs-G-Right-Down-Left-Up,Multi-Stairs-1-Left,20
Multi-Stairs-G-Right-Down-Right-Up,Multi-Stairs-1-Right,20
Multi-Cafeteria-Entrance,Multi-Stairs-1-Right,20
Multi-Cafeteria-Entrance,Multi-Cafeteria-Entrance-Back,40
Multi-Stairs-G-Right-Down,Multi-Cafeteria-Entrance-Back,50
Multi-Main-Entrance,East,45
Multi-Left-Entrance,Multi-Main-Entrance,5
Multi-Right-Entrance,Multi-Side-Entrance,5
Multi-Side-Entrance,Futsal-Court,10
Multi-Main-Entrance,Basketball-Court,60
Multi-Library,Multi-Stairs-B,15
Multi-Stairs-G-Right-Down,Multi-Stairs-B,20
